1.040408382,0.545857085,8.291870443
1.2046215,1.336703509,7.892720552
1.394753236,2.062280865,7.447577562
1.614894463,2.720442059,6.957305937
1.869781735,3.309978401,6.506548256
2.164899204,3.832493723,6.041254089
2.506596612,4.289950488,5.543556756
2.902225916,4.685359663,5.103302232
3.360299471,5.021772111,4.687569588
3.89067318,5.305572556,4.287470357
4.504758556,5.53468206,3.906274767
5.215768252,5.710038566,3.533518501
6.039000341,5.834385781,3.155439502
6.992167472,5.909789699,2.756838046
8.095777978,5.93613748,2.324386084
9.373577123,5.912631646,1.84378745
10.85305802,5.834931944,1.306494448
12.56605315,5.702385441,0.701586412
14.5494193,5.513494558,0.023471679
16.84583054,5.264004306,-0.726696741
19.50469642,4.946740449,-1.54143089
22.58322507,4.554394237,-2.408142459
26.14765406,4.080539927,-3.317241991
30.27467558,3.520765376,-4.257795605
35.05308659,2.875091583,-5.225047082
40.5856993,2.145339354,-6.203024748
46.99155332,1.336644468,-7.194759493
54.40847691,0.455704568,-8.20430744
62.99605249,-0.488923434,-9.210187129
72.93905023,-1.488358955,-10.23573039
84.45140349,-2.535038104,-11.2832035
97.78081193,-3.619813724,-12.38224968
